id,est,nord,lat,lon,codicechiave,id_tipologia,tipologia,id_categoria,categoria_prevalente,denominazione,indirizzo,localita,comune,provincia,numero_sedi
"5862","1681484","4851253","43.791935  ","11.255351  ","048017MA002","1","Museo","1","Arte","MUSEO 'STIBBERT'","Via Federigo Stibbert 26","","Firenze","FI","1"
"5865","1703000","4802625","43.348925  ","11.504343  ","052006EP001","1","Museo","8","Specializzato","MUSEO DEL PAESAGGIO","Via Chianti 61","","Castelnuovo Berardenga","SI","1"
"5866","1681249","4707898","42.502121  ","11.205554  ","053018EP003","1","Museo","6","Etnografia e antropologia","MUSEO DELLA CULTURA CONTADINA DI ALBINIA","Via Salvo D'Acquisto 2","Albinia","Orbetello","GR","1"
"5867","1606185","4821190","43.535960  ","10.313885  ","049009EP002","1","Museo","4","Storia e scienze naturali","MUSEO DI STORIA NATURALE DEL MEDITERRANEO","Via Roma 234","","Livorno","LI","1"
"5871","1577663","4895678","44.210025  ","9.9717684  ","045001EP001","3","Monumento o complesso monumentale","4","Storia e scienze naturali","MUSEO DI STORIA NATURALE DELLA LUNIGIANA","Via della Brunella ","Fortezza della Brunella","Aulla","MS","1"
"5872","1656750","4842565","43.719407  ","10.945590  ","048014EP002","1","Museo","4","Storia e scienze naturali","MUSEO CIVICO PALEONTOLOGICO DI EMPOLI","Piazza Farinata degli Uberti 8","","Empoli","FI","1"
"6100","1622419","4842373","43.724135  ","10.519531  ","050003US001","5","Centri scientifici-culturali","4","Storia e scienze naturali","MUSEO DI STORIA NATURALE - CENTRO DI ATENEO UNIVERSITA' DI PISA","Via Roma 79","","Calci","PI","1"
"5874","1672993","4736530","42.761672  ","11.113848  ","053011EP002","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO E D' ARTE DELLA MAREMMA","Piazza Baccarini 3","","Grosseto","GR","1"
"5876","1671684","4809919","43.422362  ","11.120529  ","052012EP002","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO 'R. BIANCHI BANDINELLI'","Piazza del Duomo 42","","Colle Val d'Elsa","SI","1"
"5877","1647411","4860886","43.886188  ","10.834756  ","047009EP001","1","Museo","1","Arte","MUSEO DI ARTE CONTEMPORANEA E DEL NOVECENTO","Via Gragnano 349","","Monsummano Terme","PT","1"
"5878","1627573","4807858","43.412615  ","10.575380  ","050010EP001","4","Ecomusei","7","Territoriale","ECOMUSEO DELL'ALABASTRO PUNTO MUSEALE CENTRALE","Piazza Cavour 1","","Castellina Marittima","PI","1"
"5881","1654536","4823983","43.552655  ","10.912812  ","048027EP001","1","Museo","2","Archeologia","MUSEO COMUNALE SEZIONE ARCHEOLOGICA","Via Cresci 15/19","","Montaione","FI","1"
"5882","1653328","4820829","43.524522  ","10.896976  ","048027EC001","3","Monumento o complesso monumentale","1","Arte","MOSTRA PERMANENTE 'UNA GERUSALEMME IN VAL D'ELSA' E CAPPELLE DEL SACRO MONTE DI SAN VIVALDO","Località San Vivaldo ","","Montaione","FI","1"
"5883","1707446","4822360","43.525235  ","11.566635  ","051026XX3806","1","Museo","1","Arte","IL CASSERO PER LA SCULTURA ITALIANA DELL'OTTOCENTO E DEL NOVECENTO","Via Trieste 1","","Montevarchi","AR","2"
"5884","1621204","4855508","43.842562  ","10.507414  ","046017XX5321","1","Museo","7","Territoriale","MUST - MUSEO DELLA CITTA' DI LUCCA - MEMORIA URBANA STORIA TERRITORIO","Via Guinigi  ","","Lucca","LU","1"
"5886","1599824","4858339","43.871239  ","10.242050  ","046033NW003","1","Museo","1","Arte","GAMC - GALLERIA D'ARTE MODERNA E CONTEMPORANEA LORENZO VIANI","Piazza Mazzini  ","","Viareggio","LU","1"
"5888","1688856","4874136","43.995940  ","11.355011  ","048042EP002","1","Museo","8","Specializzato","MUSEO DEI FERRI TAGLIENTI - BOTTEGA DEL COLTELLINAIO E PALAZZO DEI VICARI","Piazza dei Vicari ","","Scarperia","FI","2"
"5889","1626463","4863783","","","046007EP001","1","Museo","2","Archeologia","LUOGHI E GENTE DELL'AUSER","Via Cardinale A. Pacini 20","","Capannori","LU","1"
"5890","1678840","4850245","43.783507  ","11.222179  ","048017XX3825","1","Museo","5","Scienza e tecnica","MUSEO DELLA DIDATTICA IN AGRICOLTURA","Via delle Cascine 11","","Firenze","FI","1"
"5892","1684023","4853329","43.809987  ","11.287604  ","048015PV001","1","Museo","1","Arte","MUSEO DELLA FONDAZIONE PRIMO CONTI","Via Giovanni Dupré 18","","Fiesole","FI","1"
"5893","1620729","4855580","43.843288  ","10.501529  ","046017PV002","1","Museo","3","Storia","MUSEO CASA NATALE GIACOMO PUCCINI","Corte San Lorenzo 9","","Lucca","LU","1"
"5895","1689950","4870164","","","048004EP001","1","Museo","1","Arte","MUSEO DELLA MANIFATTURA CHINI","Piazza Lavacchini  1","","Borgo San Lorenzo","FI","1"
"5896","1689950","4870164","","","048004PV001","1","Museo","6","Etnografia e antropologia","MUSEO DELLA CIVILTA' CONTADINA DI CASA D'ERCI","Casa d'Erci ","Grezzano","Borgo San Lorenzo","FI","2"
"5897","1689950","4870164","","","048004NW001","3","Monumento o complesso monumentale","6","Etnografia e antropologia","MOLINO FAINI","Via di Grezzano 70","Grezzano","Borgo San Lorenzo","FI","1"
"5898","1702731","4862921","43.891377  ","11.523617  ","048013NW001","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO COMPRENSORIALE DI DICOMANO","Piazza della Repubblica 3","","Dicomano","FI","1"
"5900","1589739","4899035","44.238855  ","10.123466  ","045007NW001","1","Museo","5","Scienza e tecnica","MUSEO DELLA STAMPA JACOPO DA FIVIZZANO","Via Labindo 6","","Fivizzano","MS","1"
"5903","1689088","4798329","43.313910  ","11.331358  ","052032US001","5","Centri scientifici-culturali","4","Storia e scienze naturali","SIMUS - ORTO BOTANICO E HERBARIUM","Via P.A. Mattioli 4","","Siena","SI","1"
"5904","1665185","4823847","43.549151  ","11.044524  ","048012XX3809","1","Museo","1","Arte","CONVENTO DEGLI AGOSTINIANI DI CERTALDO","Piazza SS. Jacopo e Filippo 2","","Certaldo","FI","1"
"5906","1681113","4849168","43.773273  ","11.250039  ","048017MA001","3","Monumento o complesso monumentale","1","Arte","CHIESA DI SANTA MARIA NOVELLA","Piazza Santa Maria Novella ","","Firenze","FI","1"
"5907","1621752","4796987","43.315733  ","10.501092  ","049007EP002","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO COMUNALE","Via F.D. Guerrazzi ","La Cinquantina","Cecina","LI","1"
"5908","1622574","4796405","43.310362  ","10.511093  ","049007EP001","2","Siti archeologici","2","Archeologia","PARCO ARCHEOLOGICO DELLA VILLA ROMANA DI SAN VINCENZINO","Via C. Ginori 33","San Vincenzino","Cecina","LI","1"
"5909","1591815","4876230","44.033328  ","10.145493  ","045010ST001","3","Monumento o complesso monumentale","98","architettura civile/militare","CASTELLO MALASPINA","Via del Forte 15","","Massa","MS","1"
"5910","1575917","4904628","44.290770  ","9.9512111  ","045016EP001","1","Museo","6","Etnografia e antropologia","MUSEO ETNOGRAFICO DELLA LUNIGIANA","Via dell'antico Mulino ","","Villafranca in Lunigiana","MS","1"
"5911","1592144","4891206","44.168086  ","10.152208  ","045007EP002","2","Siti archeologici","2","Archeologia","PARCO CULTURALE DELLE GROTTE DI EQUI E MUSEO ARCHEOLOGICO CESARE AMBROSI","Via della Buca ","Equi Terme","Fivizzano","MS","1"
"5912","1700066","4855603","43.826280  ","11.487727  ","048037EP001","1","Museo","6","Etnografia e antropologia","MUSEO DELLA VITE E DEL VINO DELLA RUFINA","Viale Duca della Vittoria 7","","Rufina","FI","1"
"5913","1690352","4887740","","","048018EP001","1","Museo","6","Etnografia e antropologia","MUSEO DEL PAESAGGIO STORICO DELL'APPENNINO","Località Moscheta di Firenzuola ","","Firenzuola","FI","1"
"5914","1690356","4887785","44.118333  ","11.378608  ","048018EP002","1","Museo","6","Etnografia e antropologia","MUSEO DELLA PIETRA SERENA DI FIRENZUOLA","Piazza Don Stefano Casini 1","","Firenzuola","FI","1"
"5915","1703899","4887523","44.112329  ","11.547598  ","048031EP002","1","Museo","6","Etnografia e antropologia","MUSEO DELLE GENTI DELLA MONTAGNA","Piazza Ettore Alpi 1","","Palazzuolo sul Senio","FI","1"
"5916","1703899","4887523","44.112329  ","11.547598  ","048031EP001","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO ALTO MUGELLO","Piazza Ettore Alpi 1","","Palazzuolo sul Senio","FI","1"
"5917","1613156","4841470","43.717482  ","10.404373  ","050026XX5905","1","Museo","1","Arte","GIPSOTECA DI ARTE ANTICA","Piazza  San Paolo all'Orto 20","","Pisa","PI","1"
"5918","1612669","4840810","43.711611  ","10.398187  ","050026PV001","1","Museo","3","Storia","DOMUS MAZZINIANA","Via G. Mazzini 71","","Pisa","PI","1"
"5920","1653145","4880255","44.059316  ","10.911682  ","047014EP003","3","Monumento o complesso monumentale","5","Scienza e tecnica","FERRIERA SABATINI DI PRACCHIA","Piazza Vinea 6","Pracchia","Pistoia","PT","1"
"5921","1598931","4867900","43.957424  ","10.232718  ","046024EP002","1","Museo","1","Arte","MUSEO DEI BOZZETTI PIERLUIGI GHERARDI","Via Sant'Agostino 1","","Pietrasanta","LU","2"
"5922","1598849","4867885","43.957296  ","10.231695  ","046024EP003","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO VERSILIESE 'BRUNO ANTONUCCI'","Piazza del Duomo ","","Pietrasanta","LU","1"
"5923","1599493","4867161","43.950690  ","10.239585  ","046024EP001","1","Museo","3","Storia","CASA NATALE DI GIOSUE' CARDUCCI","Via Valdicastello  ","Valdicastello Carducci","Pietrasanta","LU","1"
"5924","1649478","4877851","44.038433  ","10.865248  ","047019XX5924","3","Monumento o complesso monumentale","8","Specializzato","RIFUGI SMI DI CAMPO TIZZORO","Viale Luigi Orlando 325","Campo Tizzoro","San Marcello Pistoiese","PT","1"
"5925","1598806","4868022","43.958535  ","10.231178  ","046024XX5715","1","Museo","1","Arte","MUSEO ETTORE PESETTI","Via Piastroni 57","","Pietrasanta","LU","1"
"5926","1688936","4874480","","","048042EP003","1","Museo","6","Etnografia e antropologia","MUSEO DI VITA ARTIGIANA E CONTADINA CON PERSONAGGI IN MOVIMENTO - MUSEO DI LEPRINO","Località Sant`Agata ","","Scarperia","FI","1"
"5927","1687126","4876880","44.021069  ","11.334420  ","048042EP001","1","Museo","2","Archeologia","MUSEI DI S.AGATA: ARTE SACRA E ARCHEOLOGIA","Via della Pieve 3","Sant`Agata","Scarperia","FI","1"
"5928","1680935","4848463","43.766972  ","11.247599  ","048017EP012","1","Museo","1","Arte","FONDAZIONE SALVATORE ROMANO","Piazza S. Spirito 29","","Firenze","FI","1"
"5931","1606808","4890388","44.158730  ","10.335404  ","046006EP001","1","Museo","3","Storia","CIVICA RACCOLTA DI CERAMICHE RINASCIMENTALI","Piazza S. Giacomo ","","Camporgiano","LU","1"
"5932","1697687","4867582","43.934671  ","11.462605  ","048049EP002","1","Museo","1","Arte","MUSEO D'ARTE SACRA E RELIGIOSITA' POPOLARE BEATO ANGELICO","Piazza Don Milani ","","Vicchio","FI","1"
"5933","1696908","4867690","43.935852  ","11.452949  ","048049EP001","1","Museo","3","Storia","MUSEO CASA DI GIOTTO","Località Vespignano ","","Vicchio","FI","1"
"5934","1612107","4841380","43.716832  ","10.391336  ","050026US007","1","Museo","5","Scienza e tecnica","MUSEO DEGLI STRUMENTI PER IL CALCOLO","Via Nicola Pisano 25","","Pisa","PI","1"
"5936","1681813","4848276","43.765071  ","11.258435  ","048017EP007","1","Museo","1","Arte","MUSEO STEFANO BARDINI","Via dei Renai 37","","Firenze","FI","1"
"5937","1681021","4849379","43.775191  ","11.248975  ","048017XX5746","3","Monumento o complesso monumentale","1","Arte","COMPLESSO MONUMENTALE DI SANTA MARIA NOVELLA","Piazza della Stazione 4","","Firenze","FI","1"
"5938","1621752","4796987","43.315733  ","10.501092  ","0490071XX024","1","Museo","6","Etnografia e antropologia","MUSEO DELLA VITA E DEL LAVORO DELLA MAREMMA SETTENTRIONALE","Via F.D. Guerrazzi ","San Pietro in Palazzi","Cecina","LI","1"
"5941","1681679","4848932","43.771011  ","11.256985  ","048017PV016","1","Museo","8","Specializzato","MUSEO CASA DI DANTE","Via Santa Margherita 1","","Firenze","FI","1"
"5943","1653960","4866321","","","047014EC001","1","Museo","1","Arte","MUSEI DI PALAZZO ROSPIGLIOSI - MUSEO CLEMENTE ROSPIGLIOSI E MUSEO DIOCESANO","Via Ripa del Sale 3","","Pistoia","PT","1"
"5944","1618356","4894014","44.189586  ","10.480596  ","046010EP001","1","Museo","6","Etnografia e antropologia","MUSEO ETNOGRAFICO 'DON LUIGI PELLEGRINI","Via del Voltone 14","San Pellegrino in Alpe","Castiglione di Garfagnana","LU","1"
"5945","1690352","4887740","","","048018EP003","1","Museo","6","Etnografia e antropologia","MUSEO STORICO ETNOGRAFICO DI BRUSCOLI","Via della Chiesa 4","Bruscoli","Firenzuola","FI","1"
"5948","1665227","4814721","43.467024  ","11.042272  ","052028EP001","1","Museo","4","Storia e scienze naturali","MUSEO ORNITOLOGICO DI SAN GIMIGNIANO","Via Quercecchio ","","San Gimignano","SI","1"
"5949","1654208","4768256","43.051215  ","10.893123  ","053015EP009","1","Museo","1","Arte","COMPLESSO MUSEALE DI SAN PIETRO ALL'ORTO: MUSEO D'ARTE SACRA E CENTRO PER L'ARTE CONTEMPORANEA ","Corso Diaz 36","","Massa Marittima","GR","1"
"5950","1653921","4768036","43.049295  ","10.889546  ","053015EP002","1","Museo","8","Specializzato","MUSEO DELLA MINIERA DI MASSA MARITTIMA","Via Corridoni ","","Massa Marittima","GR","1"
"5951","1654013","4768274","43.051419  ","10.890741  ","053015EP006","1","Museo","8","Specializzato","MUSEO DI ARTE E STORIA DELLE MINIERE DI MASSA MARITTIMA","Piazza Matteotti ","","Massa Marittima","GR","1"
"5952","1654013","4768274","43.051419  ","10.890741  ","053015EP007","3","Monumento o complesso monumentale","3","Storia","TORRE DEL CANDELIERE","Piazza Matteotti ","","Massa Marittima","GR","1"
"5953","1645686","4843395","43.729133  ","10.808531  ","048019EP001","1","Museo","7","Territoriale","MUSEO DI FUCECCHIO","Piazza Vittorio Veneto 27","","Fucecchio","FI","1"
"6074","1718835","4723730","42.634827  ","11.668612  ","053019EP001","1","Museo","2","Archeologia","MUSEO CIVICO ARCHEOLOGICO DELLA CIVILTA' ETRUSCA","Piazza Fortezza Orsini 59/c","","Pitigliano","GR","1"
"5955","1717803","4853414","43.801577  ","11.707185  ","051036NW001","1","Museo","8","Specializzato","MUSEO DELLO SCI DI STIA","Vicolo dei Berignoli 4","","Stia","AR","1"
"6094","1718487","4723589","","","053019NW002","2","Siti archeologici","2","Archeologia","MUSEO ARCHEOLOGICO ALL'APERTO ALBERTO MANZI LA CITTA' DEI VIVI - LA CITTA' DEI MORTI","Via Cava del Gradone - S.P. 127 ","","Pitigliano","GR","1"
"5957","1650989","4807032","43.400839  ","10.864224  ","050039EP003","1","Museo","2","Archeologia","MUSEO ETRUSCO GUARNACCI","Via Don Minzoni 15","","Volterra","PI","1"
"5958","1672111","4809914","43.422222  ","11.125795  ","052012EP003","1","Museo","8","Specializzato","MUSEO DEL CRISTALLO","Via dei Fossi 8/a","","Colle Val d'Elsa","SI","1"
"6089","1681543","4848744","43.769346  ","11.255240  ","048017EP003","1","Museo","1","Arte","MUSEO DI PALAZZO VECCHIO","Piazza della Signoria ","","Firenze","FI","1"
"5960","1707247","4752087","42.893146  ","11.537824  ","053004EP001","1","Museo","2","Archeologia","ANTIQUARIUM CIVICO DI CASTEL DEL PIANO","Via Marconi 9","","Castel del Piano","GR","1"
"5963","1681506","4849125","43.772788  ","11.254908  ","048017PV003","3","Monumento o complesso monumentale","1","Arte","BATTISTERO DI SAN GIOVANNI A FIRENZE","Piazza San Giovanni ","","Firenze","FI","1"
"5964","1606459","4823156","43.553620  ","10.317656  ","049009XX007","1","Museo","1","Arte","MUSEO DIOCESANO DI LIVORNO","Via del Seminario 61","","Livorno","LI","1"
"5965","1635537","4862177","43.900090  ","10.687331  ","047012XX3866","1","Museo","1","Arte","PINACOTECA NELL'EX-MONASTERO BENEDETTINO DI SAN MICHELE ","Piazza Matteotti 13","","Pescia","PT","1"
"5967","1626305","4855559","43.842162  ","10.570859  ","046007PV002","1","Museo","6","Etnografia e antropologia","MUSEO CONTADINO DELLA PIANA DI LUCCA","Via Romana 100","","Capannori","LU","1"
"5969","1665293","4814826","43.467953  ","11.043119  ","052028EP003","1","Museo","1","Arte","PALAZZO COMUNALE, PINACOTECA, TORRE GROSSA","Piazza del Duomo 2","","San Gimignano","SI","1"
"5970","1681996","4849570","43.776666  ","11.261142  ","048017EP011","1","Museo","1","Arte","MUDI - MUSEO DEGLI INNOCENTI","Piazza SS. Annunziata 12","","Firenze","FI","1"
"5971","1673705","4858075","43.855185  ","11.160957  ","048005XX3979","5","Centri scientifici-culturali","8","Specializzato"," LAB - MUSEO DEL DESIGN ITALIANO","Via Sandro Pertini 93","","Calenzano","FI","1"
"5973","1726362","4774983","43.093650  ","11.780930  ","052015EP001","1","Museo","1","Arte","MUSEO CIVICO E PINACOTECA CROCIANI","Via Ricci 10","","Montepulciano","SI","1"
"5974","1733335","4816520","43.465083  ","11.884108  ","051002XX5476","1","Museo","1","Arte","FRATERNITA DEI LAICI","Via G. Vasari 6","","Arezzo","AR","1"
"5975","1634005","4856805","43.852022  ","10.666922  ","046021PV001","3","Monumento o complesso monumentale","3","Storia","FORTEZZA DI MONTECARLO","Via Fortezza 4","","Montecarlo","LU","1"
"5976","1598159","4872065","","","046028XX5976","2","Siti archeologici","2","Archeologia","ANTIQUARIUM ESPOSITIVO DELLA VILLA MEDICEA DI SERAVEZZA","Viale Leonetto Amadei 230","","Seravezza","LU","1"
"5977","1685037","4815447","43.468928  ","11.287225  ","052005EP001","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO DEL CHIANTI SENESE","Piazza del Comune 17/18","","Castellina in Chianti","SI","1"
"5979","1636369","4839788","43.698438  ","10.691995  ","050035XX5979","2","Siti archeologici","2","Archeologia","PARCO ARCHEOLOGICO LA ROCCA DI S. MARIA A MONTE","Piazza Della Vittoria ","","Santa Maria a Monte","PI","1"
"5980","1631671","4835523","43.660906  ","10.632681  ","050029MA001","1","Museo","8","Specializzato","MUSEO PIAGGIO 'GIOVANNI ALBERTO AGNELLI'","Viale Rinaldo Piaggio 7","","Pontedera","PI","1"
"5981","1641966","4836650","43.669152  ","10.760592  ","050022EP001","1","Museo","7","Territoriale","MUSEO CIVICO DI PALAZZO GUICCIARDINI","Via Guicciardini 55","","Montopoli in Val d'Arno","PI","2"
"5982","1651986","4855177","43.833890  ","10.890053  ","047006EC001","1","Museo","2","Archeologia","MUSEO CIVICO ARCHEOLOGICO DI LARCIANO CASTELLO","Piazza Castello 1","Larciano Castello","Larciano","PT","1"
"5983","1673000","4736514","42.761526  ","11.113933  ","053011NW001","5","Centri scientifici-culturali","2","Archeologia","MUSEOLAB CITTA' DI GROSSETO","Via Vinzaglio 27","","Grosseto","GR","1"
"6109","1684613","4853041","43.807251  ","11.294834  ","048015EP001","1","Museo","2","Archeologia","MUSEO CIVICO ARCHEOLOGICO - SCAVI E TEATRO ROMANO","Via Portigiani 1","","Fiesole","FI","1"
"5990","1654334","4768181","43.050517  ","10.894653  ","053015NW001","1","Museo","8","Specializzato","MUSEO MINERALOGICO ISTITUTO TECNICO INDUSTRIALE 'B. LOTTI'","Viale Martiri della Niccioleta 1","","Massa Marittima","GR","1"
"6097","1718847","4723708","42.634632  ","11.668751  ","053019EC001","1","Museo","1","Arte","MUSEO DIOCESANO DI PALAZZO ORSINI","Piazza Fortezza Orsini 4","","Pitigliano","GR","1"
"5993","1688837","4798441","43.314981  ","11.328298  ","052032PV013","1","Museo","8","Specializzato","MUSEO DELLA CONTRADA DELLA PANTERA","Via S. Quirico 26","","Siena","SI","1"
"5994","1688930","4798803","43.318209  ","11.329571  ","052032PV021","3","Monumento o complesso monumentale","1","Arte","BATTISTERO DELLA CATTEDRALE DI SIENA","Piazza San Giovanni ","","Siena","SI","1"
"5995","1688935","4798739","43.317630  ","11.329606  ","052032PV020","1","Museo","1","Arte","MUSEO DELL'OPERA DELLA METROPOLITANA DI SIENA","Piazza Duomo 8","","Siena","SI","1"
"5996","1688835","4798683","43.317151  ","11.328364  ","052032NW006","3","Monumento o complesso monumentale","1","Arte","CRIPTA E SCALE DI SAN GIOVANNI","Piazza Duomo ","","Siena","SI","1"
"5997","1688835","4798683","43.317151  ","11.328364  ","052032PV022","3","Monumento o complesso monumentale","1","Arte","CATTEDRALE DI SIENA E LIBRERIA PICCOLOMINI","Piazza del Duomo ","","Siena","SI","1"
"5998","1689315","4799231","43.321961  ","11.334464  ","052032EC001","1","Museo","1","Arte","ORATORIO DI SAN BERNARDINO E MUSEO DIOCESANO DI ARTE SACRA","Piazza S. Francesco 9","","Siena","SI","1"
"5999","1720509","4789997","43.230421  ","11.715083  ","052033EC001","1","Museo","1","Arte","RACCOLTA D'ARTE SACRA DELLA COLLEGIATA DI SAN BIAGIO A SCROFIANO","Via Collegiata 2","SCROFIANO","Sinalunga","SI","1"
"6001","1689216","4798804","43.318148  ","11.333099  ","052032PV019","3","Monumento o complesso monumentale","1","Arte","SINAGOGA DI SIENA","Vicolo delle Scotte 14","","Siena","SI","1"
"6003","1682342","4849139","43.772709  ","11.265290  ","048017PV008","1","Museo","1","Arte","SINAGOGA E MUSEO DI ARTE E STORIA EBRAICA","Via Luigi Carlo Farini 6","","Firenze","FI","1"
"6004","1665242","4815045","43.469941  ","11.042554  ","052028EP002","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO, SPEZIERA DI SANTA FINA, GALLERIA D'ARTE MODERNA E CONTEMPORANEA ""RAFFAELE DE GRADA""","Via Folgore 11","","San Gimignano","SI","1"
"6106","1662920","4844405","43.734637  ","11.022690  ","048028EP001","1","Museo","1","Arte","MUSEO DELLA CERAMICA DI MONTELUPO","Piazza Vittorio Veneto 10","","Montelupo Fiorentino","FI","1"
"6006","1662006","4843914","43.730420  ","11.011211  ","048028NW001","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO E AREE ARCHEOLOGICHE DI MONTELUPO FIORENTINO","Via Santa Lucia 33","","Montelupo Fiorentino","FI","1"
"6007","1658964","4867340","43.941863  ","10.980414  ","047014PV003","1","Museo","1","Arte","COLLEZIONE GORI - FATTORIA DI CELLE","Via Montalese 7","Santomato di Pistoia","Pistoia","PT","1"
"6008","1645794","4858978","43.869344  ","10.814119  ","047009EC001","1","Museo","1","Arte","MUSEO DEL SANTUARIO DI MARIA SANTISSIMA DELLA FONTENUOVA","Piazza Giuseppe Giusti 305/e","","Monsummano Terme","PT","1"
"6009","1626651","4814544","43.472952  ","10.565547  ","050034EP001","1","Museo","8","Specializzato","ECOMUSEO DELL'ALABASTRO. SEZIONE DI SANTA LUCE","Piazza Rimembranza 19","","Santa Luce","PI","1"
"6010","1612442","4841773","43.720312  ","10.395571  ","050026US005","1","Museo","5","Scienza e tecnica","MUSEO DI ANATOMIA UMANA ""FILIPPO CIVININI""","Via Roma 55","","Pisa","PI","1"
"6011","1612661","4841250","43.715575  ","10.398186  ","050026NW002","1","Museo","1","Arte","BLU PALAZZO MUSEO D'ARTE E CULTURA","Lungarno Gambacorti 32","","Pisa","PI","1"
"6012","1620861","4855825","43.845468  ","10.503228  ","046017ST001","1","Museo","4","Storia e scienze naturali","GABINETTO DI STORIA NATURALE DEL LICEO MACHIAVELLI","Via degli Asili 35","","Lucca","LU","1"
"6013","1650706","4807221","43.402590  ","10.860790  ","050039PV002","3","Monumento o complesso monumentale","1","Arte","PALAZZO VITI","Via dei Sarti 41","","Volterra","PI","1"
"6014","1665209","4823821","","","048012EP001","1","Museo","1","Arte","MUSEO CIVICO DEL PALAZZO PRETORIO DI CERTALDO","Piazzetta del Vicariato 3","","Certaldo","FI","1"
"6015","1589694","4898907","","","045007NW002","1","Museo","6","Etnografia e antropologia","MUSEO DEL LAVORO NELLA VALLE DEL LUCIDO","Piazza della Liberazione 3","Monzone","Fivizzano","MS","1"
"6016","1651329","4846798","","","048011XX4793","1","Museo","3","Storia","MUMELOC - MUSEO DELLA MEMORIA LOCALE DI CERRETO GUIDI","Piazza Dante Desideri ","","Cerreto Guidi","FI","1"
"6017","1716839","4785140","43.187795  ","11.668026  ","052036XX5313","1","Museo","2","Archeologia","RACCOLTA ARCHEOLOGICA COLLEZIONE PALLAVICINI","Via  Taverne  8","","Trequanda","SI","1"
"6018","1681546","4848743","43.769337  ","11.255273  ","048017NW100","5","Centri scientifici-culturali","3","Storia","ASSOCIAZIONE MUS.E","Piazza Signoria 1","","Firenze","FI","1"
"6019","1640824","4755068","","","053009EP001","1","Museo","8","Specializzato","MUSEO DEL FERRO E DELLA GHISA","Comprensorio ex Ilva ","","Follonica","GR","1"
"6020","1708717","4756145","","","053025EC001","3","Monumento o complesso monumentale","1","Arte","IL GIARDINO DI DANIEL SPOERRI","Località Il Giardino 1","","Seggiano","GR","1"
"6021","1643350","4753571","42.921173  ","10.756100  ","053009EP002","1","Museo","1","Arte","PINACOTECA CIVICA ","Piazza del Popolo 1","","Follonica","GR","1"
"6023","1703081","4862297","43.885662  ","11.527727  ","048013EP001","2","Siti archeologici","2","Archeologia","SCAVI ARCHEOLOGICI DI FRASCOLE","Località Poggio di Frascole ","","Dicomano","FI","1"
"6024","1656862","4832868","43.632126  ","10.944158  ","048010EC001","1","Museo","1","Arte","MUSEO DI SANTA VERDIANA","Piazza Santa Verdiana ","","Castelfiorentino","FI","1"
"6025","1693360","4812740","43.442465  ","11.389076  ","052013XX3870","1","Museo","1","Arte","CASTELLO DI AMA PER L'ARTE CONTEMPORANEA ","Località Ama ","","Gaiole in Chianti","SI","1"
"6026","1630792","4765347","43.029424  ","10.605050  ","049002PV001","1","Museo","6","Etnografia e antropologia","MUSEO DELLA CIVILTA' DEL LAVORO","Via della Fiera 1","Venturina","Campiglia Marittima","LI","1"
"6027","1606684","4822493","43.547623  ","10.320306  ","049009PV001","1","Museo","1","Arte","MUSEO EBRAICO YESHIVA' MARINI DI LIVORNO","Via Micali 21","","Livorno","LI","1"
"6028","1685867","4850590","43.784888  ","11.309554  ","048017NW010","1","Museo","1","Arte","COLLEZIONE 'BERENSON' - VILLA I TATTI","Via di Vincigliata 26","Settignano","Firenze","FI","1"
"6029","1643665","4861981","43.896784  ","10.788436  ","047011NW001","1","Museo","1","Arte","MUSEO DELLA PROPOSITURA DI S. PIETRO APOSTOLO","Via Prataccio 7","Montecatini Alto","Montecatini Terme","PT","1"
"6099","1571097","4907341","","","045012XX4151","1","Museo","3","Storia","CASA DI DANTE IN LUNIGIANA ","Via Signorini 2","","Mulazzo","MS","1"
"6031","1681594","4700594","42.436305  ","11.207443  ","053018EP004","1","Museo","2","Archeologia","MUSEO ARCHEOLOGICO DI ORBETELLO","Via Mura di Levante  7","","Orbetello","GR","1"
"6032","1620696","4855332","43.841055  ","10.501060  ","046017EP003","1","Museo","3","Storia","MUR - MUSEO DEL RISORGIMENTO","Cortile Cortile degli Svizzeri 6","","Lucca","LU","1"
"6033","1753710","4829098","43.571538  ","12.141485  ","051034EP001","1","Museo","1","Arte","MUSEO CIVICO DI SANSEPOLCRO","Via Aggiunti 65","","Sansepolcro","AR","1"
"6102","1698264","4824393","43.546011  ","11.453867  ","051013EP001","1","Museo","8","Specializzato","MINE - MUSEO DELLE MINIERE E DEL TERRITORIO","Via  II Febbraio ","Castelnuovo dei Sabbioni","Cavriglia","AR","1"
