ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,lat,lon,Location
10838926,JA141519,02-04-2017 04:00,049XX N KENTUCKY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1712,17,39,14,5,1145054,1932251,2017,02/14/2017 03:49:42 PM,41.97010479,-87.7420127,"(41.970104785, -87.742012702)"
10838927,JA141674,02-04-2017 16:00,024XX W BALMORAL AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,FALSE,FALSE,2011,20,40,4,3,1159219,1935784,2017,02/14/2017 03:49:42 PM,41.97951941,-87.68982955,"(41.979519409, -87.689829551)"
10838929,JA141567,02-04-2017 13:59,008XX N LARAMIE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,1524,15,37,25,04A,1141538,1905006,2017,02/14/2017 03:49:42 PM,41.89540763,-87.75561642,"(41.895407627, -87.755616421)"
10838930,JA141664,02-04-2017 15:41,001XX S STATE ST,820,THEFT,$500 AND UNDER,RESTAURANT,TRUE,FALSE,112,1,42,32,6,1176401,1899816,2017,02/14/2017 03:49:42 PM,41.88045044,-87.62773031,"(41.880450435, -87.62773031)"
10838933,JA141577,02-03-2017 21:30,048XX N CENTRAL AVE,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,DRUG STORE,FALSE,FALSE,1623,16,45,11,10,1138133,1931441,2017,02/14/2017 03:49:42 PM,41.96801033,-87.76748157,"(41.968010333, -87.767481572)"
10838917,JA138173,01/31/2017 08:00:00 PM,038XX W POLK ST,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,RESIDENCE,TRUE,TRUE,1133,11,24,26,20,1150909,1896092,2017,02/19/2017 03:45:00 PM,41.87076834,-87.72143213,"(41.870768344, -87.72143213)"
10838934,JA141667,02-04-2017 15:40,063XX S RICHMOND ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,823,8,15,66,6,1157804,1862509,2017,02/14/2017 03:49:42 PM,41.77847481,-87.69703123,"(41.778474808, -87.697031225)"
10838935,JA141725,02-04-2017 16:30,062XX N LINCOLN AVE,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1711,17,50,13,6,1152477,1941288,2017,02/14/2017 03:49:42 PM,41.99475899,-87.7144777,"(41.994758989, -87.7144777)"
10838936,JA141728,02-04-2017 17:00,038XX W ROOSEVELT RD,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,1011,10,24,29,08A,1151056,1894439,2017,02/14/2017 03:49:42 PM,41.86622945,-87.72093573,"(41.866229446, -87.720935733)"
10838938,JA141739,02-04-2017 16:47,057XX S SANGAMON ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,FALSE,712,7,16,68,18,1170956,1866760,2017,02/14/2017 03:49:42 PM,41.78986288,-87.64869108,"(41.789862875, -87.648691077)"
10838939,JA141753,02-02-2017 15:30,025XX W 40TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,921,9,12,58,14,1159906,1878050,2017,02/14/2017 03:49:42 PM,41.8210784,-87.68889797,"(41.821078401, -87.688897971)"
10838940,JA141600,02-04-2017 14:56,034XX W OHIO ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1121,11,27,23,08B,1153356,1903787,2017,02/14/2017 03:49:42 PM,41.891836,-87.71224384,"(41.891836004, -87.712243836)"
10838941,JA141573,02-04-2017 13:45,008XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,1833,18,42,8,11,1176212,1906169,2017,02/14/2017 03:49:42 PM,41.89788767,-87.62823261,"(41.897887668, -87.628232605)"
10838942,JA141698,02-04-2017 16:18,028XX W FLOURNOY ST,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,TRUE,TRUE,1135,11,2,27,04B,1157575,1896907,2017,02/14/2017 03:49:42 PM,41.87287178,-87.69693665,"(41.872871783, -87.696936649)"
10838943,JA141743,02-04-2017 17:23,071XX S WESTERN AVE,860,THEFT,RETAIL THEFT,DRUG STORE,FALSE,FALSE,832,8,18,66,6,1161608,1857318,2017,02/14/2017 03:49:42 PM,41.76415189,-87.6832293,"(41.764151886, -87.683229302)"
10838944,JA141532,02-03-2017 19:00,015XX S AVERS AVE,920,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1014,10,24,29,7,1150961,1892263,2017,02/14/2017 03:49:42 PM,41.86026011,-87.72134143,"(41.860260107, -87.721341433)"
10838945,JA140816,02-03-2017 14:00,104XX S AVENUE O,530,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,RESIDENCE,FALSE,FALSE,432,4,10,52,04A,1200848,1836259,2017,02/14/2017 03:49:42 PM,41.70546064,-87.54011892,"(41.705460639, -87.540118916)"
10838946,JA141722,02-04-2017 16:45,036XX N CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,CONSTRUCTION SITE,TRUE,FALSE,1923,19,44,6,26,1168308,1924180,2017,02/14/2017 03:49:42 PM,41.94748541,-87.65674105,"(41.947485405, -87.656741053)"
10838949,JA141748,02-04-2017 17:15,060XX S KARLOV AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,813,8,13,65,08B,1150074,1864136,2017,02/14/2017 03:49:42 PM,41.78309302,-87.72532802,"(41.783093018, -87.725328023)"
10838950,JA141632,02-04-2017 12:00,055XX N MAJOR AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1622,16,45,11,6,1137201,1936441,2017,02/14/2017 03:49:42 PM,41.98174761,-87.77078779,"(41.981747612, -87.770787792)"
10838951,JA141647,02-02-2017 23:00,053XX W GIDDINGS ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1623,16,45,15,6,1140048,1930849,2017,02/14/2017 03:49:42 PM,41.96635091,-87.76045471,"(41.966350912, -87.760454711)"
10838952,JA141772,02-04-2017 12:00,007XX W FULLERTON AVE,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1935,19,43,7,6,1170778,1916175,2017,02/14/2017 03:49:42 PM,41.92546549,-87.64789728,"(41.925465487, -87.647897281)"
10838953,JA141786,02-01-2017 21:10,043XX W CHICAGO AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1111,11,37,23,6,1147481,1904980,2017,02/14/2017 03:49:42 PM,41.8952244,-87.73378966,"(41.895224395, -87.733789655)"
10838954,JA141780,02-04-2017 16:04,072XX S EBERHART AVE,560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,FALSE,TRUE,323,3,6,69,08A,1180830,1857115,2017,02/14/2017 03:49:42 PM,41.76317457,-87.61278259,"(41.763174574, -87.612782588)"
10838956,JA141744,02-04-2017 12:30,062XX S MICHIGAN AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,311,3,20,40,6,1178263,1863570,2017,02/14/2017 03:49:42 PM,41.7809464,-87.62199537,"(41.780946398, -87.621995369)"
10838957,JA141712,02-04-2017 16:40,024XX W BALMORAL AVE,460,BATTERY,SIMPLE,OTHER,FALSE,FALSE,2011,20,40,4,08B,1159280,1935785,2017,02/14/2017 03:49:42 PM,41.9795209,-87.68960519,"(41.979520895, -87.689605191)"
10838958,JA141713,02-04-2017 16:20,055XX W HOMER ST,820,THEFT,$500 AND UNDER,MOVIE HOUSE/THEATER,FALSE,FALSE,2515,25,29,25,6,1139159,1912150,2017,02/14/2017 03:49:42 PM,41.91505523,-87.76417995,"(41.915055232, -87.76417995)"
10838959,JA141589,01/29/2017 05:40:00 PM,027XX W RASCHER AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,FALSE,FALSE,2011,20,40,4,11,1157018,1936085,2017,02/14/2017 03:49:42 PM,41.98039046,-87.69791573,"(41.980390455, -87.697915729)"
10838960,JA141685,02-04-2017 14:30,047XX W FULLERTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2522,25,31,19,14,1144208,1915535,2017,02/14/2017 03:49:42 PM,41.92425058,-87.74554504,"(41.924250576, -87.745545036)"
10838961,JA141782,02-04-2017 15:00,048XX N PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2032,20,47,3,26,1164355,1932243,2017,02/14/2017 03:49:42 PM,41.96969534,-87.67104217,"(41.969695344, -87.671042168)"
10838963,JA141572,02-04-2017 13:45,0000X E DELAWARE PL,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,1833,18,42,8,6,1176344,1906629,2017,02/14/2017 03:49:42 PM,41.89914695,-87.62773389,"(41.899146952, -87.627733893)"
10838964,JA141721,02-04-2017 16:45,028XX E 92ND ST,2025,NARCOTICS,POSS: HALLUCINOGENS,CTA BUS STOP,TRUE,FALSE,423,4,7,48,18,1196384,1844501,2017,02/14/2017 03:49:42 PM,41.72818911,-87.55619286,"(41.728189109, -87.556192864)"
10838968,JA141625,02-04-2017 14:35,008XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1833,18,42,8,6,1177339,1906234,2017,02/14/2017 03:49:42 PM,41.89804054,-87.62409132,"(41.89804054, -87.624091323)"
10838969,JA141759,02-04-2017 07:30,074XX S MARYLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,323,3,6,69,08B,1183192,1855796,2017,02/14/2017 03:49:42 PM,41.75950049,-87.60416649,"(41.759500486, -87.604166486)"
10838971,JA141683,02-04-2017 15:30,004XX E 63RD ST,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,FALSE,312,3,20,42,08A,1180227,1863334,2017,02/14/2017 03:49:42 PM,41.78025398,-87.61480224,"(41.780253982, -87.614802244)"
10838972,JA141736,02-04-2017 17:05,016XX E 67TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,332,3,5,43,14,1188497,1860890,2017,02/14/2017 03:49:42 PM,41.77335382,-87.58456153,"(41.77335382, -87.584561534)"
10838974,JA141792,01/30/2017 02:00:00 PM,066XX S RHODES AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,321,3,20,42,26,1181042,1861105,2017,02/14/2017 03:49:42 PM,41.77411866,-87.61188291,"(41.774118663, -87.611882909)"
10838975,JA141738,02-04-2017 16:47,007XX N CLARK ST,860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1832,18,42,8,6,1175400,1905506,2017,02/14/2017 03:49:42 PM,41.89608664,-87.6312349,"(41.896086635, -87.631234895)"
10838976,JA141635,02-03-2017 23:00,056XX W NORTH AVE,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,2531,25,29,25,6,1138594,1910075,2017,02/14/2017 03:49:42 PM,41.90937146,-87.76630613,"(41.909371462, -87.766306125)"
10838977,JA141740,02-04-2017 17:05,021XX W 95TH ST,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,TRUE,2213,22,19,72,6,1163573,1841616,2017,02/14/2017 03:49:42 PM,41.72102225,-87.67646637,"(41.721022249, -87.676466374)"
10838978,JA141689,02-04-2017 16:06,022XX W 18TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1234,12,25,31,14,1161819,1891373,2017,02/14/2017 03:49:42 PM,41.85759856,-87.6815092,"(41.857598559, -87.681509203)"
10838979,JA141655,02-04-2017 15:00,017XX N LONG AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,TRUE,FALSE,2532,25,37,25,04A,1140126,1911120,2017,02/14/2017 03:49:42 PM,41.91221113,-87.76065252,"(41.912211132, -87.76065252)"
10838980,JA141795,02-04-2017 17:40,025XX N NARRAGANSETT AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,2512,25,36,19,6,1133316,1916241,2017,02/14/2017 03:49:42 PM,41.92638583,-87.78555083,"(41.926385826, -87.785550828)"
10838981,JA141763,02-04-2017 17:41,006XX S KEDZIE AVE,3760,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING SERVICE,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,1134,11,24,27,24,1155131,1897087,2017,02/14/2017 03:49:42 PM,41.87341509,-87.70590492,"(41.873415094, -87.70590492)"
10838982,JA141723,02-04-2017 16:40,033XX W FOSTER AVE,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1712,17,39,13,08B,1152994,1934347,2017,02/14/2017 03:49:42 PM,41.97570224,-87.71276092,"(41.975702242, -87.712760919)"
10838983,JA141803,02-03-2017 23:00,019XX W CHICAGO AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESTAURANT,FALSE,FALSE,1221,12,1,24,14,1163107,1905349,2017,02/14/2017 03:49:42 PM,41.89592299,-87.67638882,"(41.895922987, -87.676388824)"
10838985,JA141705,02-04-2017 16:20,042XX W NORTH AVE,890,THEFT,FROM BUILDING,CLEANING STORE,FALSE,FALSE,2534,25,30,23,6,1147894,1910297,2017,02/14/2017 03:49:42 PM,41.90980687,-87.73213594,"(41.909806865, -87.73213594)"
10838986,JA141694,01/29/2017 06:30:00 AM,020XX W OHIO ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,1221,12,26,24,5,1162608,1904006,2017,02/14/2017 03:49:42 PM,41.89224816,-87.6782592,"(41.892248158, -87.678259203)"
10838989,JA141568,02-04-2017 04:00,077XX S EAST END AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,FALSE,414,4,8,43,7,1188880,1853993,2017,02/14/2017 03:49:42 PM,41.7544187,-87.583378,"(41.7544187, -87.583377998)"
10838990,JA141717,02-04-2017 16:00,066XX S YALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,722,7,6,68,08B,1175647,1861015,2017,02/14/2017 03:49:42 PM,41.77399419,-87.63166252,"(41.773994185, -87.631662521)"
10838992,JA141791,02-04-2017 09:00,0000X E RANDOLPH ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,111,1,42,32,11,1176550,1901291,2017,02/14/2017 03:49:42 PM,41.88449455,-87.62713864,"(41.884494554, -87.627138636)"
10838993,JA141741,02-04-2017 16:45,032XX W 16TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1022,10,24,29,26,1155161,1891862,2017,02/14/2017 03:49:42 PM,41.85907653,-87.70593498,"(41.859076531, -87.705934976)"
10838994,JA141706,02-04-2017 16:28,049XX N DAMEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,2032,20,47,4,08B,1162117,1932760,2017,02/14/2017 03:49:42 PM,41.97116119,-87.67925682,"(41.971161193, -87.679256819)"
10838996,JA141678,02-03-2017 17:00,005XX N MICHIGAN AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,FALSE,FALSE,1834,18,42,8,11,1177337,1904039,2017,02/14/2017 03:49:42 PM,41.8920174,-87.62416531,"(41.892017399, -87.624165306)"
10838998,JA141785,02-04-2017 03:00,020XX W 17TH ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,1234,12,25,31,5,1163113,1891727,2017,02/14/2017 03:49:42 PM,41.85854291,-87.67674952,"(41.858542914, -87.676749523)"
10838999,JA140945,02-02-2017 15:00,014XX W 59TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,FALSE,FALSE,713,7,16,67,20,1167578,1865615,2017,02/14/2017 03:49:42 PM,41.78679401,-87.66111004,"(41.786794006, -87.661110042)"
10839000,JA141789,02-03-2017 17:00,005XX N MICHIGAN AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1834,18,42,8,6,1177337,1904039,2017,02/14/2017 03:49:42 PM,41.8920174,-87.62416531,"(41.892017399, -87.624165306)"
10839001,JA141799,02-04-2017 18:22,016XX E 74TH PL,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,FALSE,TRUE,324,3,8,43,26,1188411,1855909,2017,02/14/2017 03:49:42 PM,41.75968758,-87.58503564,"(41.759687583, -87.585035636)"
10839002,JA141697,02-04-2017 16:30,042XX S WELLS ST,460,BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,925,9,3,37,08B,1175318,1876935,2017,02/14/2017 03:49:42 PM,41.81768763,-87.63239271,"(41.817687626, -87.632392707)"
10839004,JA141653,02-04-2017 09:30,043XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,OTHER,FALSE,FALSE,925,9,11,61,26,1171692,1876210,2017,02/14/2017 03:49:42 PM,41.81577855,-87.64571518,"(41.815778551, -87.645715183)"
10839005,JA141750,02-04-2017 16:45,046XX S TROY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,TRUE,922,9,14,58,08B,1156151,1873683,2017,02/14/2017 03:49:42 PM,41.80917124,-87.70279081,"(41.809171242, -87.702790811)"
10839007,JA141690,02-04-2017 14:20,075XX S COLES AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,TRUE,FALSE,421,4,7,43,04B,1195760,1855844,2017,02/14/2017 03:49:42 PM,41.75933064,-87.55810432,"(41.759330641, -87.558104318)"
10839009,JA141816,02-04-2017 18:40,024XX W HOWARD ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2411,24,50,2,7,1158849,1950357,2017,02/14/2017 03:49:42 PM,42.01951586,-87.69078808,"(42.019515861, -87.690788082)"
10839012,JA141833,01/26/2017 02:00:00 AM,0000X N HAMLIN BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,TRUE,1122,11,28,26,26,1151064,1899854,2017,02/14/2017 03:49:42 PM,41.88108866,-87.72076449,"(41.881088655, -87.720764494)"
10839013,JA141715,02-04-2017 16:13,040XX S MAPLEWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,921,9,12,58,14,1160028,1877841,2017,02/14/2017 03:49:42 PM,41.82050237,-87.68845617,"(41.820502368, -87.688456167)"
10839014,JA141598,01-08-2017 23:00,050XX S MAY ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,933,9,16,61,5,1169507,1871326,2017,02/14/2017 03:49:42 PM,41.80242404,-87.6538718,"(41.802424035, -87.653871799)"
10839015,JA141538,02-03-2017 17:00,060XX S MEADE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,812,8,23,64,26,1136770,1863838,2017,02/14/2017 03:49:42 PM,41.78252305,-87.77411284,"(41.782523046, -87.774112839)"
10839016,JA141784,02-04-2017 14:43,060XX S MEADE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,FALSE,FALSE,812,8,23,64,26,1136770,1863838,2017,02/14/2017 03:49:42 PM,41.78252305,-87.77411284,"(41.782523046, -87.774112839)"
10838991,JA141809,02-04-2017 18:15,055XX S THROOP ST,460,BATTERY,SIMPLE,RESIDENCE,TRUE,FALSE,713,7,16,67,08B,1168606,1867928,2017,03-03-2017 15:48,41.79311903,-87.65727416,"(41.793119033, -87.657274157)"
10839017,JA141746,02-03-2017 20:19,033XX W 63RD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,FALSE,FALSE,823,8,15,66,14,1155311,1862654,2017,02/14/2017 03:49:42 PM,41.77892297,-87.70616692,"(41.778922967, -87.706166918)"
10839018,JA141783,02-04-2017 18:09,019XX S ST LOUIS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,FALSE,1024,10,24,29,15,1153406,1890225,2017,02/14/2017 03:49:42 PM,41.85461942,-87.7124205,"(41.854619424, -87.712420504)"
10839019,JA141629,02-03-2017 06:00,051XX S LAVERGNE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,814,8,23,56,5,1143896,1870100,2017,02/14/2017 03:49:42 PM,41.79957686,-87.74783001,"(41.799576861, -87.747830013)"
10839020,JA141677,02-04-2017 02:00,007XX N LOTUS AVE,1261,DECEPTIVE PRACTICE,UNAUTHORIZED VIDEOTAPING,APARTMENT,FALSE,FALSE,1524,15,37,25,11,1139779,1904411,2017,02/14/2017 03:49:42 PM,41.89380719,-87.76209145,"(41.893807194, -87.762091445)"
10839021,JA141848,02-04-2017 19:10,032XX W 58TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,FALSE,822,8,14,63,04A,1155829,1865984,2017,02/14/2017 03:49:42 PM,41.78805059,-87.70417854,"(41.788050592, -87.704178541)"
10839022,JA141762,01-01-2017 08:00,010XX N MASSASOIT AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1511,15,29,25,6,1137830,1906437,2017,02/14/2017 03:49:42 PM,41.89940218,-87.76920066,"(41.899402175, -87.769200657)"
10839024,JA141806,02-04-2017 18:00,095XX S VINCENNES AVE,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2213,22,21,73,6,1170597,1841693,2017,02/14/2017 03:49:42 PM,41.7210836,-87.65073669,"(41.7210836, -87.650736685)"
10839025,JA141815,02-01-2017 20:00,027XX N ELSTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,FALSE,FALSE,1432,14,1,22,11,1160225,1918239,2017,02/14/2017 03:49:42 PM,41.93135418,-87.68661682,"(41.931354176, -87.686616821)"
10839026,JA141849,02-04-2017 16:30,002XX W 95TH ST,331,ROBBERY,ATTEMPT: AGGRAVATED,SIDEWALK,FALSE,FALSE,634,6,21,49,3,1176158,1841939,2017,02/14/2017 03:49:42 PM,41.72163586,-87.63036061,"(41.721635855, -87.630360614)"
10839027,JA141827,01/23/2017 08:30:00 AM,024XX S WESTERN AVE,820,THEFT,$500 AND UNDER,OTHER,FALSE,FALSE,1034,10,25,31,6,1160751,1887859,2017,02/14/2017 03:49:42 PM,41.84797796,-87.68552671,"(41.847977963, -87.685526705)"
10839028,JA141858,01/26/2017 09:00:00 AM,036XX W GRENSHAW ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1133,11,24,29,11,1152169,1894794,2017,02/14/2017 03:49:42 PM,41.86718175,-87.71684043,"(41.867181746, -87.716840426)"
10839029,JA141865,02-04-2017 19:00,039XX W GLADYS AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,TRUE,FALSE,1132,11,28,26,18,1150159,1898064,2017,02/14/2017 03:49:42 PM,41.87619437,-87.72413428,"(41.876194374, -87.724134277)"
10839030,JA141773,02-04-2017 12:00,0000X S STATE ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,FALSE,FALSE,112,1,42,32,11,1176389,1900278,2017,02/14/2017 03:49:42 PM,41.88171846,-87.62776043,"(41.88171846, -87.627760426)"
10839032,JA141729,02-04-2017 16:45,049XX W NORTH AVE,890,THEFT,FROM BUILDING,SMALL RETAIL STORE,FALSE,FALSE,2533,25,37,25,6,1143000,1910178,2017,02/14/2017 03:49:42 PM,41.90957304,-87.75011764,"(41.909573038, -87.750117639)"
10839038,JA141819,02-04-2017 18:42,108XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,513,5,9,49,14,1179840,1833072,2017,02/14/2017 03:49:42 PM,41.69722033,-87.61714432,"(41.697220333, -87.617144318)"
10839039,JA141859,02-04-2017 19:20,009XX W NORTH AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,FALSE,1822,18,32,8,6,1169705,1910843,2017,02/14/2017 03:49:42 PM,41.91085767,-87.65199563,"(41.910857665, -87.651995629)"
10839040,JA141699,02-04-2017 16:05,002XX E 121ST PL,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,FALSE,TRUE,532,5,9,53,04B,1180063,1824449,2017,02/14/2017 03:49:42 PM,41.67355249,-87.6165905,"(41.673552489, -87.616590498)"
10839041,JA141804,02-04-2017 18:23,013XX W ESTES AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2423,24,49,1,08B,1166060,1947524,2017,02/14/2017 03:49:42 PM,42.01159046,-87.66433393,"(42.011590459, -87.664333931)"
10839042,JA141757,02-04-2017 11:20,017XX W VAN BUREN ST,460,BATTERY,SIMPLE,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,1231,12,2,28,08B,1164817,1898210,2017,02/14/2017 03:49:42 PM,41.87629691,-87.67031096,"(41.876296907, -87.670310957)"
10839043,JA141853,02-04-2017 16:15,057XX N MANGO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1622,16,45,11,14,1136885,1937843,2017,02/14/2017 03:49:42 PM,41.98560051,-87.77191617,"(41.985600507, -87.771916172)"
10839046,JA141834,02-04-2017 16:43,069XX N ASHLAND BLVD,051A,ASSAULT,AGGRAVATED: HANDGUN,SIDEWALK,FALSE,FALSE,2431,24,49,1,04A,1164526,1946034,2017,02/14/2017 03:49:42 PM,42.00753463,-87.67002064,"(42.007534627, -87.670020644)"
10839049,JA141863,02-04-2017 01:00,073XX S EMERALD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,732,7,17,68,7,1172572,1856152,2017,02/14/2017 03:49:42 PM,41.76071782,-87.64307789,"(41.760717821, -87.643077889)"
10839051,JA141840,02-04-2017 19:00,076XX S JEFFERY BLVD,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,GAS STATION,FALSE,FALSE,414,4,8,43,26,1190860,1854807,2017,02/14/2017 03:49:42 PM,41.75660479,-87.57609578,"(41.756604794, -87.576095781)"
10839052,JA141672,02-01-2017 22:00,024XX W EASTWOOD AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1911,19,47,4,6,1159176,1930758,2017,02/14/2017 03:49:42 PM,41.96572871,-87.69012646,"(41.965728709, -87.690126463)"
10839053,JA141472,02-03-2017 16:00,002XX N Columbus Dr,810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,114,1,42,32,6,1178300,1901989,2017,02/14/2017 03:49:42 PM,41.8863702,-87.6206912,"(41.886370204, -87.620691199)"
10839055,JA141467,02-03-2017 17:30,021XX W NORTH AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1424,14,32,24,6,1161848,1910623,2017,02/14/2017 03:49:42 PM,41.91042161,-87.68086553,"(41.910421607, -87.680865532)"
